name,year,summary,url
Reading (871),Unknown,"The Battle of Reading was a victory for a Danish Viking army over a West Saxon force on or about 4 January 871 at Reading in Berkshire. The Vikings were led by Bagsecg and Halfdan Ragnarsson and the West Saxons by King Æthelred and his brother, the future King Alfred the Great. It was the second of a series of battles that took place following an invasion of Wessex by the Danish army in December 870.",https://en.wikipedia.org/wiki/Battle_of_Reading_(871)
Smear campaign,Unknown,"A smear campaign, also referred to as a smear tactic or simply a smear, is an effort to damage or call into question someone's reputation, by propounding negative propaganda. It makes use of discrediting tactics. It can be applied to individuals or groups. Common targets are public officials, politicians, heads of state, political candidates, activists, celebrities (especially those who are involved in politics), and ex-spouses. The term also applies in other contexts, such as the workplace. The",https://en.wikipedia.org/wiki/Smear_campaign
Battles of the Isonzo,Unknown,"The Battles of the Isonzo (also known as the Isonzo Front by historians, or the Soča Front; Slovene: soška fronta) were a series of twelve battles between the Austro-Hungarian and Italian armies in World War I mostly on the territory of present-day Slovenia, and the remainder in Italy along the Isonzo River on the eastern sector of the Italian Front between June 1915 and November 1917.",https://en.wikipedia.org/wiki/Battles_of_the_Isonzo
Timeline of events leading to the American Civil War,Unknown,"This timeline of events leading to the American Civil War is a chronologically ordered list of events and issues that historians recognize as origins and causes of the American Civil War. These events are roughly divided into two periods: the first encompasses the gradual build-up over many decades of the numerous social, economic, and political issues that ultimately contributed to the war's outbreak, and the second encompasses the five-month span following the election of Abraham Lincoln as Pr",https://en.wikipedia.org/wiki/Timeline_of_events_leading_to_the_American_Civil_War
Antioch,Unknown,"The siege of Antioch took place during the First Crusade in 1097 and 1098, on the crusaders' way to Jerusalem through Syria. Two sieges took place in succession. The first siege, by the crusaders against the city held by the Seljuk Empire, lasted from 20 October 1097 to 3 June 1098. The second siege, of the crusader-held city by a Seljuk relieving army, lasted three weeks in June 1098, leading to the Battle of Antioch in which the crusaders defeated the relieving army led by Kerbogha. The crusad",https://en.wikipedia.org/wiki/Siege_of_Antioch
Uhud,Unknown,"The Battle of Uhud (Arabic: غزوة أحد, romanized: Ghazwat ʾUḥud) was fought between the early Muslims and the Quraysh during the Muslim–Quraysh wars in a valley north of Mount Uhud near Medina on Saturday, 23 March 625 AD (7 Shawwal, 3 AH).
Following the Muslim emigration to Medina, hostilities with the Quraysh intensified, largely due to Muslim raids on Meccan trade caravans. In 624, the Quraysh suffered a major defeat at the Battle of Badr, during which several of their leaders were killed. The",https://en.wikipedia.org/wiki/Battle_of_Uhud
French Revolutionary and Napoleonic Wars,Unknown,"The French Revolutionary and Napoleonic Wars (sometimes called the Great French War or the Wars of the Revolution and the Empire) were a series of conflicts between the French and several European monarchies between 1792 and 1815.  They encompass first the French Revolutionary Wars against the newly declared French Republic and from 1803 onwards, the Napoleonic Wars against First Consul and later Emperor Napoleon Bonaparte. They include the Coalition Wars as a subset: seven wars waged by various",https://en.wikipedia.org/wiki/French_Revolutionary_and_Napoleonic_Wars
List of wars involving Korea until 1948,Unknown,"This is a list of wars involving Korea until 1948, when the Korean peninsula was de facto divided into South Korea (Republic of Korea, ROK) and North Korea (Democratic People's Republic of Korea, DPRK).

For wars involving South Korea since 1948, see List of wars involving South Korea
For wars involving North Korea since 1948, see List of wars involving North Korea",https://en.wikipedia.org/wiki/List_of_wars_involving_Korea_until_1948
Valtetsi,Unknown,"The Battle of Valtetsi was fought on 24 May, 1821 in Valtetsi between the Ottoman army and Greek revolutionaries.

",https://en.wikipedia.org/wiki/Battle_of_Valtetsi
Diu,Unknown,"The Battle of Diu was a naval battle fought on 3 February 1509 in the Arabian Sea, in the port of Diu, India, between the Portuguese Empire and a joint fleet of the Sultan of Gujarat, the Mamlûk Burji Sultanate of Egypt and the Zamorin of Calicut.
The Portuguese victory was critical: the great Muslim alliance was soundly defeated, easing the Portuguese strategy of controlling the Indian Ocean to route trade down the Cape of Good Hope, circumventing the historical spice trade controlled by the Ar",https://en.wikipedia.org/wiki/Battle_of_Diu
Wambaw,Unknown,"The Battle of Wambaw was an engagement of the American Revolutionary War fought on February 24, 1782 near Charleston, South Carolina.",https://en.wikipedia.org/wiki/Battle_of_Wambaw
Timeline of World War II (1940),Unknown,"This is a timeline of World War II events that took place in 1940, the first full year of the second global war of the 20th century.",https://en.wikipedia.org/wiki/Timeline_of_World_War_II_(1940)
Guadalcanal campaign,d,"The Guadalcanal campaign, also known as the Battle of Guadalcanal and codenamed Operation Watchtower by the United States, was an Allied offensive against forces of the Empire of Japan in the Solomon Islands during the Pacific Theater of World War II. It was fought between 7 August 1942 and 9 February 1943, and involved major land and naval battles on and surrounding the island of Guadalcanal. It was the first major Allied land offensive against Japan during the war.
In summer 1942, the Allies d",https://en.wikipedia.org/wiki/Guadalcanal_campaign
List of wars involving the Ottoman Empire,Unknown,"This is a list of wars involving the Ottoman Empire ordered chronologically, including civil wars within the empire.
The earliest form of the Ottoman military was a nomadic steppe cavalry force. This was centralized by Osman I from Turkoman tribesmen inhabiting western Anatolia in the late 13th century. Orhan I organized a standing army paid by salary rather than looting or fiefs. The Ottomans began using guns in the late 14th century.
The Ottoman Empire was the first of the three Islamic Gunpow",https://en.wikipedia.org/wiki/List_of_wars_involving_the_Ottoman_Empire
Brissarthe,Unknown,"The Battle of Brissarthe was fought on 2 July 866, between the West Franks and a joint Breton-Viking army near Brissarthe, Neustria. It was marked by the death of Robert the Strong, the Neustrian margrave, and Ranulf I, the duke of Aquitaine, and an ancestor of all the kings of France from 987 to 1848.
In 866, Salomon, Duke of Brittany, allied with Hastein (Hasting), a Danish chieftain, for an expedition into Anjou, Maine, and Touraine. In the course of the campaign, Le Mans was sacked. Robert, ",https://en.wikipedia.org/wiki/Battle_of_Brissarthe
Gorangpo,Unknown,The Battle of Gorangpo was one of a series of coordinated attacks beginning on 25 June 1950 that marked the beginning of the Korean War.,https://en.wikipedia.org/wiki/Battle_of_Gorangpo
the Eurymedon,Unknown,"The Battle of the Eurymedon was a double battle, taking place both on water and land, between the Delian League of Athens and her Allies, and the Persian Empire of Xerxes I. It took place in either 469 or 466 BCE, in the vicinity of the mouth of the Eurymedon River (now the Köprüçay) in Pamphylia, Asia Minor. It forms part of the Wars of the Delian League, itself part of the larger Greco-Persian Wars.
The Delian League had been formed between Athens and many of the city-states of the Aegean to c",https://en.wikipedia.org/wiki/Battle_of_the_Eurymedon
Toulon (1793),Unknown,"The siege of Toulon (29 August – 19 December 1793) was a military engagement that took place during the Federalist revolts and the War of the First Coalition, part of the French Revolutionary Wars. It was undertaken by forces of the French Republic against Royalist rebels supported by Anglo-Spanish forces in the southern French city of Toulon. It was during this siege that young Napoleon Bonaparte first won fame and promotion when his plan, involving the capture of fortifications above the harbo",https://en.wikipedia.org/wiki/Siege_of_Toulon_(1793)
Jianqiao,Unknown,"The Battle of Jianqiao (simplified Chinese: 笕桥空战; traditional Chinese: 筧橋空戰), or the 814 Aerial War, was a Japanese military campaign during the Second Sino-Japanese War, in which the Republic of China Air Force defended Hangzhou against the Imperial Japanese Navy Air Service on 14 August 1937. The battle concluded with a Chinese victory, in which no Chinese aircraft were shot down by the Imperial Japanese Air Force.
In Taiwan, 14 August is celebrated as its Air Force Day, in honour of this batt",https://en.wikipedia.org/wiki/Battle_of_Jianqiao
The Civil War (miniseries),Unknown,"The Civil War is a 1990 American television documentary miniseries created by Ken Burns about the American Civil War. It was the first broadcast to air on PBS for five consecutive nights, from September 23 to 27, 1990.
More than 39 million viewers tuned in to at least one episode, and viewership averaged more than 14 million viewers each evening, making it the most-watched program ever to air on PBS. It was awarded more than 40 major television and film honors. A companion book to the documentar",https://en.wikipedia.org/wiki/The_Civil_War_(miniseries)
